run_dir,data,model,experiment,seed,probe_acc,probe_acc_seen,novel_mean_embed_dist,gen_mse,gen_nmse,gen_median_se,gen_rmse,gen_acc,gen_nll,finite_fraction,target_var,n_train_episodes,n_test_episodes,n_test_episodes_used,n_test_ood
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_humanoid__cvae__specialization__s1,custom_mujoco_action_resampled_v3_humanoid,cvae,specialization,1,1.0,1.0,nan,0.4023117125034332,0.4976017456026415,0.319569855928421,0.6342804683288247,,,1.0,0.8085014091262818,358,38,38,38
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_ant__cvae__generalization__s1,custom_mujoco_action_resampled_v3_ant,cvae,generalization,1,0.9615384615384616,0.9615384615384616,nan,1.8441214561462402,0.8521587849554602,1.2296192646026611,1.3579843357514254,,,1.0,2.164058493209839,180,78,78,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_humanoid__inr_transformer_history_conditioned__no_shift__s1,custom_mujoco_action_resampled_v3_humanoid,inr_transformer_history_conditioned,no_shift,1,1.0,1.0,nan,0.24420097470283508,0.24531085014596654,0.1392117291688919,0.49416695023325374,,,1.0,0.995475636554718,358,78,78,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_hopper__inr_transformer_fitted_latent__novel_generalization__s1,custom_mujoco_action_resampled_v3_hopper,inr_transformer_fitted_latent,novel_generalization,1,0.3333333333333333,0.5,4.818460464477539,0.9200300574302673,0.8087374724201289,0.6591339111328125,0.9591819730532196,,,1.0,1.1376127467880248,180,117,117,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_hopper__inr_transformer_history_conditioned__no_shift__s1,custom_mujoco_action_resampled_v3_hopper,inr_transformer_history_conditioned,no_shift,1,1.0,1.0,nan,0.04930371418595314,0.047994848615560436,0.0033067490439862013,0.2220443968803382,,,1.0,1.027270959449768,358,78,78,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_humanoid__inr_transformer_fitted_latent__conflation__s0,custom_mujoco_action_resampled_v3_humanoid,inr_transformer_fitted_latent,conflation,0,1.0,1.0,nan,0.42528578639030457,0.40463890923913,0.26209545135498047,0.6521393918406589,,,1.0,1.0510254369506835,269,58,58,19
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_humanoid__cvae__generalization__s1,custom_mujoco_action_resampled_v3_humanoid,cvae,generalization,1,1.0,1.0,nan,0.6561791896820068,0.48634155873231505,0.4178266227245331,0.8100488810448458,,,1.0,1.3492147193679809,180,78,78,0
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_ant__inr_diffusion_history_conditioned__single_shift__s0,custom_mujoco_action_resampled_v3_ant,inr_diffusion_history_conditioned,single_shift,0,1.0,1.0,nan,0.7818275094032288,1.0511162572422124,0.6337931156158447,0.88421010478462,,,1.0,0.7438068853149414,358,58,58,19
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_hopper__inr_transformer_fitted_latent__conflation__s0,custom_mujoco_action_resampled_v3_hopper,inr_transformer_fitted_latent,conflation,0,1.0,1.0,nan,0.14937229454517365,0.14794179353138423,0.008588213473558426,0.38648712080116415,,,1.0,1.0096693502197265,269,58,58,19
outputs/suites/action_resampled_v3/runs/custom_mujoco_action_resampled_v3/custom_mujoco_action_resampled_v3_hopper__inr_transformer_fitted_latent__new_policy__s1,custom_mujoco_action_resampled_v3_hopper,inr_transformer_fitted_latent,new_policy,1,0.6666666666666666,1.0,0.8199278712272644,0.7111795544624329,0.6335999035845448,0.015353974886238575,0.8433146236502915,,,1.0,1.1224426494369506,358,117,117,0
