run_dir,data,model,experiment,seed,probe_acc,probe_acc_seen,knn_acc1,knn_acc5,novel_mean_embed_dist,gen_mse,gen_nmse,gen_median_se,gen_rmse,gen_acc,gen_nll,finite_fraction,target_var,n_train_episodes,n_test_episodes,n_test_episodes_used,n_test_ood
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__state_action_bem__no_shift__s1,dmlab_seekavoid_full,state_action_bem,no_shift,1,0.9583333333333334,0.9583333333333334,0.8333333333333334,0.9583333333333334,nan,nan,nan,nan,,0.32722222222222225,0.0,1.0,,118,24,24,0
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__inr_transformer_fitted_latent_shuffle__generalization__s1,dmlab_seekavoid_full,inr_transformer_fitted_latent_shuffle,generalization,1,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.40555555555555556,1.7967224884033204,1.0,,50,24,24,0
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__inr_transformer_history_conditioned_shuffle__generalization__s1,dmlab_seekavoid_full,inr_transformer_history_conditioned_shuffle,generalization,1,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.45125,1.6499984730614556,1.0,,50,24,24,0
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__inr_transformer_fitted_latent_shuffle__conflation__s0,dmlab_seekavoid_full,inr_transformer_fitted_latent_shuffle,conflation,0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.432808578599133,1.7875508807332663,1.0,,84,18,18,6
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__inr_transformer_fitted_latent_shuffle__conflation__s1,dmlab_seekavoid_full,inr_transformer_fitted_latent_shuffle,conflation,1,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.4770767135724013,1.6380672169121298,1.0,,84,18,18,6
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__inr_diffusion_history_conditioned_shuffle__conflation__s1,dmlab_seekavoid_full,inr_diffusion_history_conditioned_shuffle,conflation,1,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.19314571039491601,0.0,1.0,,84,18,18,6
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__cvae_rnn__conflation__s0,dmlab_seekavoid_full,cvae_rnn,conflation,0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.4419347478895734,1.7560610291404646,1.0,,84,18,18,6
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__inr_transformer_history_conditioned_shuffle__conflation__s1,dmlab_seekavoid_full,inr_transformer_history_conditioned_shuffle,conflation,1,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.4863822060826146,1.6016581323652228,1.0,,84,18,18,6
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__inr_transformer_history_conditioned_shuffle__no_shift__s0,dmlab_seekavoid_full,inr_transformer_history_conditioned_shuffle,no_shift,0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.5069444444444444,1.536319695578681,1.0,,118,24,24,0
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__vqvae__single_shift__s0,dmlab_seekavoid_full,vqvae,single_shift,0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.4490075290896646,1.7636283301828442,1.0,,118,18,18,6
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__state_action_bem__single_shift__s0,dmlab_seekavoid_full,state_action_bem,single_shift,0,0.6666666666666666,0.6666666666666666,0.5,1.0,nan,nan,nan,nan,,0.3137120693588866,0.0,1.0,,118,18,18,6
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__inr_diffusion_history_conditioned_shuffle__specialization__s0,dmlab_seekavoid_full,inr_diffusion_history_conditioned_shuffle,specialization,0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.14359351988217967,0.0,1.0,,118,12,12,12
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__state_action_bem__no_shift__s0,dmlab_seekavoid_full,state_action_bem,no_shift,0,0.9166666666666666,0.9166666666666666,0.7083333333333334,0.9583333333333334,nan,nan,nan,nan,,0.3059722222222222,0.0,1.0,,118,24,24,0
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__inr_transformer_history_conditioned_shuffle__specialization__s1,dmlab_seekavoid_full,inr_transformer_history_conditioned_shuffle,specialization,1,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.32914738929279574,2.1581748463188823,1.0,,118,12,12,12
outputs/dmlabseekavoid/dmlab_v2_combined_newmodels/dmlab_seekavoid_full__inr_diffusion_history_conditioned_shuffle__generalization__s0,dmlab_seekavoid_full,inr_diffusion_history_conditioned_shuffle,generalization,0,1.0,1.0,1.0,1.0,nan,nan,nan,nan,,0.14,0.0,1.0,,50,24,24,0
